Timestamp,1. Age,2. Gender,3. Education,4. Daily internet usage,5. I spend a lot of time online daily,6. I frequently use social media.,"7. I use the internet for study, communication, and entertainment",8. I often use public Wi-Fi,"9. I download software, audio/video/images or files regularly",10. I know the cyber threats,11. I understand risks of unknown links,12. I know how sensitive information can be stolen,13. I know how the social media privacy settings,14. I know strong passwords are important,15. I know public Wi-Fi is risky,16. I know about computer viruses,17. I can spot suspicious messages,18. I know about ecommerce and online transaction,19. I know how to change privacy setting.,"20. I can identify fake software/Apps, websites and weblinks",21. I know how to secure my accounts,22. I know how to protect my personal information,23. I use strong passwords,24. I avoid unknown links.,"25. I don't share OTP, passwords and sensitive information to other",26. I update softwares / apps regularly,27. I use two-factor authentication (2FA) and secure privacy settings,28. I log-out the account from shared devices,29. I avoid unsafe downloads,30. I use antivirus and secure VPN,31. I share cyber knowledge to people who don't know about it.,"32. Even if I know risks, I ignore them.",33. I keep same password on multiple platforms,34. I click on links without checking them,35. I accept terms and conditions of software/apps without studying properly,36. Cybersecurity is not important for me,37. I receive suspicious messages or links,"38. I have faced cyber risks (fraud, scams, hacking)",39. Cyber incidents affected me or someone I know,40. I feel unsafe using the internet sometimes,41. Cybersecurity awareness is important,College name,Faculty,Scheme
03/05/2026 20:42:11,20,Male,12th,More than 6 Hours,Neutral,Neutral,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly agree,Strongly Agree,Neutral,Agree,Agree,Agree,Agree,Disagree,Strongly agree,Agree,Strongly Agree,Agree,Strongly agree,Strongly disagree,Disagree,Strongly Agree,Agree,Disagree,Agree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Neutral,Neutral,Agree,Disagree,Strongly disagree,Nawajeewan,Health Science,Technical
03/05/2026 20:43:43,20,Male,12th,More than 6 Hours,Neutral,Neutral,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Strongly agree,Agree,Neutral,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly disagree,Disagree,Strongly Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Strongly disagree,Neutral,Neutral,Neutral,Disagree,Strongly Agree,Nawajeewan,Health Science,Technical
03/05/2026 20:45:52,17,Female,11th,4-6 Hours,Neutral,Neutral,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neutral,Strongly Agree,Neutral,Agree,Strongly Agree,Disagree,Agree,Neutral,Strongly disagree,Disagree,Agree,Neutral,Strongly agree,Strongly Agree,Nawajeewan,Health Science,Technical
03/05/2026 20:48:09,17,Male,11th,2-4 Hours,Neutral,Agree,Neutral,Neutral,Strongly disagree,Agree,Neutral,Agree,Neutral,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Strongly agree,Strongly disagree,Agree,Strongly Agree,Agree,Strongly disagree,Agree,Neutral,Neutral,Neutral,Agree,Strongly disagree,Neutral,Strongly disagree,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Strongly disagree,Neutral,Nawajeewan,Health Science,Technical
03/05/2026 20:50:25,17,Male,11th,More than 6 Hours,Disagree,Neutral,Strongly Agree,Strongly disagree,Disagree,Neutral,Strongly disagree,Strongly Agree,Disagree,Agree,Strongly disagree,Strongly Agree,Disagree,Neutral,Strongly disagree,Strongly agree,Disagree,Neutral,Disagree,Stongly disagree,Disagree,Strongly Agree,Disagree,Strongly disagree,Strongly Agree,Agree,Neutral,Strongly disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Neutral,Strongly disagree,Strongly Agree,Disagree,Strongly Agree,Nawajeewan,Health Science,Technical
03/05/2026 20:52:26,18,Female,11th,2-4 Hours,Neutral,Agree,Neutral,Neutral,Strongly disagree,Neutral,Agree,Agree,Neutral,Strongly Agree,Neutral,Neutral,Disagree,Neutral,Neutral,Disagree,Agree,Agree,Agree,Neutral,Agree,Strongly disagree,Agree,Disagree,Agree,Disagree,Neutral,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Neutral,Strongly Agree,Nawajeewan,Health Science,Technical
03/05/2026 20:54:18,17,Female,11th,4-6 Hours,Neutral,Neutral,Neutral,Agree,Disagree,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly disagree,Disagree,Disagree,Neutral,Strongly disagree,Agree,Disagree,Disagree,Disagree,Agree,Nawajeewan,Health Science,Technical
03/05/2026 20:56:29,17,Female,11th,4-6 Hours,Neutral,Neutral,Neutral,Agree,Disagree,Neutral,Disagree,Disagree,Neutral,Strongly Agree,Strongly agree,Strongly Agree,Agree,Agree,,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Neutral,Agree,Nawajeewan,Health Science,Technical
03/05/2026 20:58:11,17,Female,11th,0-2 Hours,Agree,Agree,Agree,Agree,Disagree,Neutral,Neutral,Disagree,Disagree,Strongly disagree,Disagree,Agree,Strongly disagree,Neutral,Disagree,Disagree,Neutral,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Strongly disagree,Agree,Disagree,Neutral,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly Agree,Agree,Strongly Agree,Nawajeewan,Health Science,Technical
03/05/2026 20:59:47,17,Female,11th,4-6 Hours,Agree,Neutral,Strongly Agree,Disagree,Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly agree,Neutral,Disagree,Agree,Agree,Disagree,Neutral,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Nawajeewan,Health Science,Technical
03/05/2026 21:01:38,17,Female,11th,4-6 Hours,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly disagree,Neutral,Neutral,Disagree,Agree,Agree,Agree,Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Neutral,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Nawajeewan,Health Science,Technical
03/05/2026 21:03:23,17,Female,11th,4-6 Hours,Agree,Agree,Agree,Disagree,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Disagree,Neutral,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Nawajeewan,Health Science,Technical
03/05/2026 21:05:05,17,Female,11th,4-6 Hours,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly disagree,Neutral,Neutral,Disagree,Neutral,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Strongly disagree,Agree,Disagree,Neutral,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly Agree,Agree,Strongly Agree,Nawajeewan,Health Science,Technical
03/05/2026 21:08:53,16,Female,11th,2-4 Hours,Agree,Strongly Agree,Agree,Agree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Neutral,Neutral,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Disagree,Neutral,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly Agree,Agree,Strongly Agree,Nawajeewan,Health Science,Technical
03/05/2026 21:10:42,16,Female,11th,2-4 Hours,Disagree,Strongly disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Nawajeewan,Health Science,Technical
03/05/2026 21:12:20,16,Female,11th,2-4 Hours,Disagree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Nawajeewan,Health Science,Technical
06/05/2026 14:22:41,16,Male,11th,2-4 Hours,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly Agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Agree,Strongly Agree,Agree,Strongly agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Neutral,Agree,Disagree,Neutral,Neutral,Agree,Agree,Strongly Agree,Strongly agree,Strongly Agree,Alliance,General Management,Non-Technical
11/06/2026 20:24:50,16,Male,11th,2-4 Hours,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Strongly disagree,Agree,Strongly Agree,Strongly agree,Strongly Agree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly Agree,Stongly disagree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly disagree,Neutral,Strongly disagree,Disagree,Strongly disagree,Disagree,Neutral,Strongly Agree,Panchodaya,General Management,Non-Technical
11/06/2026 20:27:31,18,Male,11th,2-4 Hours,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Agree,,Agree,Strongly Agree,Strongly agree,Agree,Agree,Agree,Agree,,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Strongly disagree,Agree,Agree,Agree,Neutral,Strongly Agree,NAST,Computer Science,Technical
11/06/2026 20:28:44,17,Male,11th,2-4 Hours,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Disagree,Agree,Agree,Strongly agree,Strongly Agree,Strongly disagree,Strongly disagree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly Agree,Stongly disagree,Strongly agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly disagree,Strongly Agree,Strongly Agree,Disagree,Strongly disagree,Neutral,Strongly disagree,Neutral,Strongly disagree,Disagree,Strongly disagree,Strongly Agree,Panchodaya,General Management,Non-Technical
11/06/2026 20:31:04,18,Male,11th,2-4 Hours,Neutral,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Disagree,,Neutral,Agree,Neutral,Agree,Disagree,Strongly disagree,Agree,Agree,Disagree,Strongly Agree,NAST,Computer Science,Technical
11/06/2026 20:32:09,16,Male,11th,2-4 Hours,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Strongly disagree,Strongly agree,Strongly Agree,Strongly agree,Strongly Agree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly Agree,Stongly disagree,Strongly agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly disagree,Strongly Agree,Strongly Agree,Disagree,Strongly disagree,Agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Neutral,Strongly Agree,Panchodaya,General Management,Non-Technical
11/06/2026 20:33:30,17,Male,11th,2-4 Hours,Neutral,Strongly disagree,Strongly Agree,Disagree,Strongly disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Strongly agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Neutral,Disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Disagree,Strongly Agree,NAST,Computer Science,Technical
11/06/2026 20:35:33,17,Male,11th,2-4 Hours,Neutral,Neutral,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly Agree,Strongly agree,Strongly agree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Strongly disagree,Disagree,Disagree,Disagree,Strongly disagree,Neutral,Disagree,Neutral,Neutral,Strongly Agree,NAST,Computer Science,Technical
11/06/2026 20:35:52,16,Male,11th,2-4 Hours,Neutral,Agree,Agree,Agree,Agree,,Strongly Agree,Strongly disagree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Neutral,Agree,Panchodaya,General Management,Non-Technical
11/06/2026 20:38:15,16,Female,11th,2-4 Hours,Neutral,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly Agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Neutral,Agree,Agree,Panchodaya,General Management,Non-Technical
11/06/2026 20:39:58,16,Female,11th,2-4 Hours,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly disagree,Strongly Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Disagree,Agree,Agree,Neutral,Disagree,Agree,,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Neutral,Agree,Panchodaya,General Management,Non-Technical
11/06/2026 20:41:50,17,Female,11th,0-2 Hours,Neutral,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly Agree,Strongly agree,,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Disagree,Agree,Agree,Neutral,Disagree,Agree,Disagree,Strongly disagree,Disagree,Neutral,Strongly disagree,Neutral,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Agree,Panchodaya,General Management,Non-Technical
11/06/2026 20:43:50,16,Female,11th,2-4 Hours,Disagree,Disagree,Neutral,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Disagree,,Strongly disagree,Disagree,Disagree,Disagree,,Disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Panchodaya,General Management,Non-Technical
11/06/2026 21:29:58,16,Female,11th,,Neutral,Neutral,Neutral,Neutral,Agree,Strongly Agree,Strongly disagree,Agree,Agree,Agree,Agree,Neutral,Neutral,Disagree,Agree,Strongly disagree,Disagree,Neutral,Disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Neutral,Strongly disagree,,Strongly disagree,Strongly disagree,Neutral,Disagree,Agree,Disagree,Disagree,Disagree,Neutral,Strongly disagree,Panchodaya,General Management,Non-Technical
11/06/2026 21:33:55,16,Female,11th,4-6 Hours,Disagree,Neutral,Neutral,Agree,Strongly Agree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Disagree,Agree,Strongly disagree,Disagree,Neutral,Disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Neutral,Strongly disagree,Disagree,Strongly disagree,Neutral,Neutral,Disagree,Agree,Strongly disagree,Agree,Agree,Neutral,Strongly Agree,Panchodaya,General Management,Non-Technical
11/06/2026 21:37:44,17,Female,11th,4-6 Hours,Disagree,Neutral,Neutral,Neutral,Agree,Strongly Agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Neutral,Agree,Disagree,Agree,Neutral,Disagree,Neutral,Disagree,Neutral,Strongly disagree,Strongly disagree,Disagree,Neutral,Strongly disagree,Disagree,Disagree,Disagree,Agree,Neutral,Disagree,Agree,Disagree,,Disagree,Neutral,Strongly disagree,Panchodaya,General Management,Non-Technical
11/06/2026 21:38:41,17,Male,11th,2-4 Hours,Neutral,Neutral,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Neutral,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Strongly disagree,Strongly Agree,Neutral,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly Agree,NAST,Computer Science,Technical
11/06/2026 21:41:08,16,Male,11th,2-4 Hours,Agree,Neutral,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly agree,Strongly Agree,Strongly agree,Strongly Agree,Strongly Agree,Strongly agree,Neutral,Agree,Agree,,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly Agree,Strongly disagree,Strongly Agree,NAST,Computer Science,Technical
11/06/2026 21:41:21,18,Male,11th,0-2 Hours,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Neutral,Neutral,Agree,Agree,Strongly Agree,NAST,Bio Science,Non-Technical
11/06/2026 21:41:37,17,Female,11th,4-6 Hours,Neutral,Neutral,Neutral,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Disagree,Agree,Neutral,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Agree,Neutral,Disagree,Disagree,Disagree,Neutral,Disagree,Agree,Panchodaya,General Management,Non-Technical
11/06/2026 21:43:16,16,Male,11th,2-4 Hours,Neutral,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Neutral,Strongly Agree,Strongly agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly agree,Strongly agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Agree,Strongly Agree,NAST,Computer Science,Technical
11/06/2026 21:44:38,17,Female,11th,0-2 Hours,Neutral,Disagree,Agree,Disagree,Disagree,Agree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Disagree,Neutral,Agree,Disagree,Disagree,Neutral,Neutral,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Panchodaya,General Management,Non-Technical
11/06/2026 21:45:59,17,Male,11th,4-6 Hours,Agree,Strongly disagree,Agree,Agree,Disagree,Agree,Strongly Agree,Neutral,Strongly agree,Strongly Agree,Strongly agree,Strongly Agree,Strongly Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Strongly disagree,Agree,Strongly agree,Agree,Disagree,Strongly Agree,NAST,Computer Science,Technical
11/06/2026 21:46:55,17,Female,11th,0-2 Hours,Disagree,Strongly disagree,Agree,Disagree,Disagree,Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Neutral,Disagree,Neutral,Agree,Disagree,Disagree,Neutral,Agree,,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Agree,,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Panchodaya,General Management,Non-Technical
11/06/2026 21:49:03,18,Male,11th,2-4 Hours,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly Agree,Agree,Strongly agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly agree,Agree,Disagree,Neutral,Strongly disagree,Disagree,Strongly disagree,Disagree,Neutral,Neutral,Strongly disagree,Strongly Agree,NAST,,Technical
11/06/2026 21:50:21,17,Male,11th,4-6 Hours,Neutral,Neutral,Agree,Strongly disagree,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly agree,Strongly Agree,Agree,Agree,Neutral,Neutral,Strongly agree,Agree,Strongly Agree,Strongly agree,Strongly agree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Strongly disagree,Agree,Strongly disagree,Strongly Agree,Strongly disagree,Neutral,Disagree,Agree,Agree,Strongly disagree,NAST,Computer Science,Technical
11/06/2026 21:52:28,18,Male,11th,2-4 Hours,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly agree,Strongly Agree,Strongly agree,Strongly Agree,Neutral,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly Agree,Stongly disagree,Strongly disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly agree,,Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly agree,Strongly Agree,Strongly disagree,Strongly Agree,NAST,Computer Science,Technical
11/06/2026 21:54:27,17,Male,11th,More than 6 Hours,Disagree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Strongly disagree,Disagree,Agree,Disagree,Agree,Agree,Strongly disagree,Strongly disagree,Disagree,Disagree,,Neutral,Disagree,Disagree,Neutral,Neutral,NAST,Computer Science,Technical
11/06/2026 21:57:30,17,Female,11th,0-2 Hours,,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Strongly Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly agree,Disagree,Agree,Disagree,Panchodaya,General Management,Non-Technical
11/06/2026 21:58:55,17,Female,11th,0-2 Hours,Disagree,Neutral,Agree,Agree,Neutral,Agree,Disagree,Neutral,Agree,Strongly Agree,Agree,Neutral,Neutral,Agree,Neutral,Disagree,Agree,Strongly agree,Strongly Agree,Disagree,Agree,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Strongly Agree,Agree,Disagree,Agree,Strongly disagree,Disagree,Strongly disagree,Disagree,Disagree,Agree,Panchodaya,General Management,Non-Technical
11/06/2026 22:00:26,19,Male,11th,4-6 Hours,Neutral,Disagree,Neutral,Agree,Disagree,Disagree,Neutral,Disagree,Disagree,Neutral,Disagree,Neutral,,Disagree,Disagree,Neutral,Disagree,Disagree,Neutral,Disagree,Neutral,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Strongly disagree,Neutral,Strongly disagree,Disagree,Strongly disagree,Neutral,Panchodaya,General Management,Non-Technical
11/06/2026 22:01:55,17,Male,11th,2-4 Hours,Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Agree,Panchodaya,General Management,Non-Technical
11/06/2026 22:03:32,16,Female,11th,2-4 Hours,Agree,Agree,Strongly Agree,Strongly disagree,Strongly disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly agree,Strongly Agree,Neutral,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly Agree,,Agree,Neutral,Neutral,Agree,Agree,Disagree,Agree,Agree,Neutral,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Strongly Agree,Panchodaya,General Management,Non-Technical
11/06/2026 22:04:53,18,Male,11th,2-4 Hours,Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Agree,Disagree,Agree,Agree,Neutral,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly agree,Neutral,Disagree,Agree,Neutral,Disagree,Strongly Agree,Agree,Agree,Agree,Neutral,Strongly disagree,Strongly Agree,Strongly agree,Strongly Agree,Strongly agree,Strongly Agree,Panchodaya,General Management,Non-Technical
11/06/2026 22:06:15,18,Male,11th,2-4 Hours,Agree,Neutral,Strongly Agree,Neutral,Neutral,Strongly Agree,Agree,Strongly disagree,Agree,Strongly disagree,Neutral,Agree,Agree,Disagree,Agree,Strongly disagree,Strongly agree,Agree,Neutral,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Neutral,Disagree,Agree,Disagree,Agree,Agree,Agree,Neutral,Disagree,Agree,Agree,Strongly Agree,Panchodaya,General Management,Non-Technical
11/06/2026 22:07:38,17,Male,11th,4-6 Hours,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly agree,Strongly Agree,Agree,Strongly Agree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Strongly agree,Agree,Strongly Agree,Agree,Strongly disagree,Agree,Neutral,Agree,Strongly Agree,Strongly disagree,Disagree,Disagree,Strongly Agree,Agree,Strongly disagree,Strongly disagree,Strongly Agree,Neutral,Neutral,Neutral,Strongly Agree,Panchodaya,General Management,Non-Technical
11/06/2026 22:11:45,17,Male,11th,4-6 Hours,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Strongly agree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Panchodaya,General Management,Non-Technical
11/06/2026 22:13:19,18,Female,11th,More than 6 Hours,Agree,Agree,Strongly Agree,Strongly disagree,Disagree,Agree,Strongly Agree,Agree,Strongly agree,Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly Agree,Strongly agree,Agree,Agree,Neutral,Disagree,Agree,Neutral,Neutral,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly disagree,Neutral,Strongly disagree,Disagree,Agree,Strongly Agree,Panchodaya,General Management,Non-Technical
